Vgs,Id,Vds
0.0,0.0,
5.02462954212102,0.263173939282466,
5.87848791147997,1.31578938700156,
6.765189011065,2.89475271328559,
7.68472782977904,5.26315754800625,
8.34154234552416,8.15791026129183,
9.03119959149536,11.5789506210842,
9.6551713770144,15.7894726440187,
10.1806249940493,20.0000147443058,
10.7389163302132,24.7368545297762,
11.1330040374409,29.2105304146404,
11.5599344748946,33.684216338181,
11.9211819574447,38.4210561236513,
12.2824294399948,43.6842136716576,
12.6108366978674,48.4210634958043,
12.972086685966,52.8947393806685,
13.3333341685161,59.4736863156763,
13.7274218757438,65.5263255268246,
14.0886693582939,71.8421085612263,
14.3842363914889,77.1052661092325,
14.7126436493615,82.3684236572388,
15.1067338621377,89.7368422167122,
15.4351411200102,94.9999997647185,
15.8620690519154,102.368428362868,
16.190476309788,109.210529159805,
16.6174067472417,114.736835550403,
17.077177409373,122.105264148553,
17.4712651166007,127.894729420419,
17.8653528238283,133.684209750299,
18.2922832612821,138.684213436376,
18.7848941480909,144.21052986565,
19.2446648102222,148.94736965112,
19.6715927421274,152.894737812125,
19.9671597753224,155.526316586128,
