Vds,Id,Vgs
0.0,0.0,20
0.341149092367239,5.20523079674058,20
0.682300218155584,9.90671072665621,20
1.02345134394392,14.2723941094599,20
1.40724737716636,19.8134374665001,20
1.8336883178229,25.6903013904339,20
2.17483944361125,30.2238830467936,20
2.60127631742557,35.9328246773898,20
2.89978660262203,39.9626874933,20
3.24093772841037,44.4962691496596,20
3.62473376163282,49.5335776530627,20
3.96588488742116,54.4029878829097,20
4.3070360132095,58.7686552525257,20
4.69083204643195,63.8059637559287,20
5.07462401281217,68.8432802659256,20
5.50106495346871,73.8805927726256,20
5.92750589412525,79.253729849516,20
6.39659174221588,84.7947692032593,20
6.86566945662209,90.0,20
