Vsd,Is
0.0,0.0
0.665217081675676,1e-09
1.61739166129965,2e-09
2.49130482240977,0.472970926648351
2.86956565006018,1.41891922369066
3.14347874897415,2.43243019329303
3.41739184788811,3.7162144062452
3.6130435282882,4.79729771402602
3.79565267553853,5.94594047249408
3.9782605788658,7.16216201288619
4.16086972611613,8.58108123657686
4.33043509629363,9.93243134396188
4.48695668939832,11.2837846732197
4.6043481952076,12.4999997698662
4.73478223416664,13.7837839828183
4.86521751704874,15.1351340902034
4.99565155600779,16.554053313894
5.11304306181706,17.7702651886678
5.25652212177198,19.3918917612754
5.34782607343561,20.6756759742275
5.46521757924489,22.0945951979182
5.58260908505417,23.6486494323474
5.68695681379062,24.9324304234268
5.79130454252708,26.4189187634231
5.88260849419072,27.6351322491332
6.0,29.0540530837603
