Vgs,Id,Vds
0.0,0.0,
3.01255163129069,1e-09,
3.91631754205033,1.13853075714698,
4.64435008042946,4.55405136729356,
5.3221760936458,10.8159585880527,
5.97489463055645,20.4933625318604,
6.57740453544216,33.5863348600108,
7.12970580830293,48.3871152674307,
7.63179844913876,66.0341628499729,
8.08368245794966,85.3889946246863,
8.5355643598984,105.88235715654599,
8.91213436724082,126.375719688407,
9.31380763716462,150.284626717512,
9.69037553764488,175.332088390862,
10.0418401755437,200.379514233565,
10.3933048134426,224.857698584792,
10.7447694513414,251.043655184642,
10.9707114557469,268.121437388611,
11.2719674616208,289.184065299045,
11.4225933576956,300.0,
