Vds,Id,Vgs
0.0,0.0,15
0.149830040310218,3.85133911585396,15
0.313280237600632,8.51350762924173,15
0.517593503809154,13.5810753764069,15
0.73552796618888,19.4594570561164,15
0.994324458295705,25.3378310033312,15
1.15777517518162,29.3918852010634,15
1.37570911796584,34.8648599145008,15
1.59364409994107,39.5270206953938,15
1.81157804272529,44.7972957919425,15
2.07037505442762,50.4729701222686,15
2.32917102693894,56.1486444525946,15
2.60158871521697,61.621619166032,15
2.8603857269193,66.891886530086,15
3.11918273862163,71.9594542772512,15
3.44608417239347,77.6351324738246,15
3.7048811840958,82.7027002209898,15
4.00454022552523,88.3783784175633,15
4.31782098272137,93.4459461647285,15
4.64472137730219,98.5135139118937,15
4.98524348764973,103.378378175922,15
5.32576559799727,108.85135288936,15
5.73439213041431,114.527027219686,15
6.12939798625566,119.594594966851,15
