Vds,Id,Vgs
0.0,0.0,15
0.0984529363873477,6.32860926246771,15
0.281293682407997,13.387433242488,15
0.436006535633336,19.2292122656676,15
0.534458291664293,24.0973716654438,15
0.67510542795739,29.9391404748303,15
0.843882227580384,36.7545697627929,15
0.998593900449332,41.8661238546268,15
1.12517531981018,47.2211032798979,15
1.26582304628147,52.5760724913758,15
1.44866379230212,58.9046715400504,15
1.67369873822852,67.423935168969,15
1.92686393766301,75.6997989989333,15
2.22222215664686,84.2190677347485,15
2.47538735608135,91.7647066333671,15
2.7707455750652,99.5537555447331,15
2.93952119433181,104.908719649314,15
3.10829917431119,107.829604054007,15
3.3333329398812,114.645028235073,15
3.60056326606974,120.0,15
