Vds,Id,Vgs
0.0,0.0,15
0.109290059168232,16.0714434016308,15
0.273224861297224,33.3333492909778,15
0.355191689115007,43.4523553681138,15
0.478142790711751,60.1190549907856,15
0.614754934737008,75.5952171941927,15
0.778688590372573,94.0476355256216,15
0.887979222787519,107.142872753596,15
1.01092917789083,120.238109981571,15
1.13387970624086,134.523809697262,15
1.27049127701941,149.404765633994,15
1.39344237861615,163.095234105826,15
1.53005509588812,178.571433775008,15
1.68032828234189,194.047620955598,15
1.81693985312043,207.738076938839,15
1.95355142389897,220.833339143997,15
2.07650252549572,234.523795127238,15
2.26775941248173,252.380932260443,15
2.48633838432477,275.000000520358,15
2.78688475723231,300.0,15
