Vsd,Is
0.0,0.0
0.151824548520002,1e-12
0.385401455561489,1e-09
0.566423485009148,2e-09
0.71240843933096,1.69492252459986
0.823357788716807,9.32203387946995
0.922627459642981,19.4915290212398
1.01021892229936,28.3898478273823
1.09780989489244,39.4067775608992
1.19124095174702,50.000001111273
1.2788319243401,60.5932246616468
1.37226249113138,72.0339050292283
1.45985395378776,82.6271196894178
1.59416069983978,100.000006667638
1.67591256829797,110.593230218012
1.79854012595361,126.694918635144
1.89781028694308,138.983055819933
1.97956166533798,148.728813662915
2.14306540225436,169.915260763662
2.37664230929585,200.0
