Vsd,Is
0.0,0.0
1.11590652886484,1e-09
1.36251541415775,2e-09
1.70776844152979,0.184502114469338
1.89889018064131,0.442805338658426
2.04685551181706,0.811809127710411
2.18249069270914,1.43911394151803
2.28113424682631,2.06642051487241
2.36744706269785,2.76752775805985
2.4475956853705,3.65313667582994
2.50924761271274,4.57564592851656
2.57090012801695,5.49815518120318
2.63871742448201,6.53136631841277
2.68187442037974,7.45387557109939
2.73736097859918,8.52398528367874
2.79901290594143,9.29889407647263
2.86066542124564,10.2583027843024
2.91615315538899,11.1070113671559
2.97163971360843,11.9188204948663
3.03945759803545,12.9889293276723
3.1011095253777,13.8745391252158
3.16276204068191,14.8708508072822
3.23057933714697,16.0147603099212
3.29223126448922,17.0479696875841
3.34155362950976,18.0811808247937
3.39087540656834,18.929891167194
3.41553570713567,20.0
