Vds,Id,Vgs
0.0,0.0,16
0.206896473101756,4.51713648076668,16
0.402298868214349,7.32086775987556,16
0.574712668877641,10.2803717909842,16
0.758620986001069,13.8629252368183,16
0.97701197556296,16.8224173841345,16
1.12643674330598,19.3146388106213,16
1.35632181085704,23.0529471827665,16
1.57471280041893,26.3239848340822,16
1.83908097887942,29.5950165435018,16
2.11494235838714,33.644858535854,16
2.36781645885846,37.2274119816882,16
2.66666687128645,40.9657322376258,16
2.96551728371443,44.7040524935635,16
3.35632207393962,49.0654221642266,16
3.7471268641648,53.4267918348898,16
4.17241388835748,57.7881615055529,16
4.54023052260434,61.6822426296978,16
5.01149473569561,65.7320875929983,16
5.47126487079773,69.4704078489359,16
5.94252908388901,73.2087251339255,16
6.52873583075581,77.4143309654332,16
7.13793161054289,81.1526512213708,16
7.87356400209466,85.8255485703448,16
8.63218454962476,89.4081020161789,16
9.22988537448073,92.0560768835027,16
9.94252873311223,94.7040517508265,16
