Vgs,Id,Vds
0.0,0.0,20
2.43516473455743,1e-12,20
3.34505554869934,1e-09,20
4.62417602539062,2e-09,20
5.2043960068252,0.219088983453039,20
5.67912108033568,0.766819799794665,20
6.10109869988409,1.64319244902484,20
6.57582477946857,3.39592938977621,20
6.94505494505494,5.8059499963047,20
7.27472527472527,8.54460407801276,20
7.65714305835765,11.7214319477724,20
7.99999999999999,14.8982807118045,20
8.39560439560439,18.9514854096489,20
8.61978082342462,22.3474189782796,20
8.90989031110491,26.94835867132,20
9.3054947067093,33.0829421428043,20
9.76703316824776,40.0938982635188,20
10.1230767218621,45.6807509186614,20
10.6637368673806,53.348982347444,20
11.2043960068252,60.1408453058509,20
11.6395612444196,64.632237373024,20
12.1538461538461,69.3427226025046,20
